Kernel,nu,Parameters,AUC-ROC
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9784795321637427
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9784795321637427
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9784795321637427
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9663157894736842
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9663157894736842
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9663157894736842
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9644444444444444
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9644444444444444
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9644444444444444
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.96046783625731
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.96046783625731
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.96046783625731
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9632748538011696
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9632748538011696
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9632748538011696
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9663157894736842
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9663157894736842
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9663157894736842
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9574269005847953
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9574269005847953
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9574269005847953
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9878362573099415
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9878362573099415
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9878362573099415
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.976140350877193
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.976140350877193
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.976140350877193
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9621052631578948
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9621052631578948
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9621052631578948
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.904327485380117
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.904327485380117
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.904327485380117
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.952046783625731
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.952046783625731
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.952046783625731
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9562573099415205
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9562573099415205
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9562573099415205
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9529824561403509
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9529824561403509
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9529824561403509
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.8994152046783627
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.8994152046783627
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.8994152046783627
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9815204678362573
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9815204678362573
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9815204678362573
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9574269005847953
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9574269005847953
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9574269005847953
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.8982456140350877
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.8982456140350877
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.8982456140350877
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.8942690058479532
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.8942690058479532
Full GH Kernel,0.3,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.8942690058479532
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.984093567251462
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.984093567251462
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.984093567251462
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9812865497076023
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9812865497076023
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9812865497076023
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9728654970760234
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9728654970760234
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9728654970760234
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9815204678362573
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9815204678362573
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9815204678362573
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9773099415204678
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9773099415204678
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9773099415204678
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9656140350877194
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9656140350877194
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9656140350877194
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9794152046783626
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9794152046783626
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9794152046783626
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.976140350877193
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.976140350877193
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.976140350877193
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9639766081871345
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9639766081871345
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9639766081871345
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9854970760233919
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9854970760233919
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9854970760233919
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9857309941520468
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9857309941520468
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9857309941520468
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9709941520467836
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9709941520467836
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9709941520467836
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9618713450292398
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9618713450292398
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9618713450292398
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9812865497076023
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9812865497076023
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9812865497076023
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9709941520467836
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9709941520467836
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9709941520467836
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9693567251461989
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9693567251461989
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9693567251461989
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9653801169590643
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9653801169590643
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9653801169590643
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9674853801169591
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9674853801169591
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9674853801169591
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9658479532163743
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9658479532163743
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9658479532163743
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9646783625730995
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9646783625730995
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9646783625730995
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9878362573099415
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9878362573099415
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9878362573099415
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9808187134502924
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9808187134502924
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9808187134502924
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9672514619883041
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.952280701754386
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.952280701754386
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.952280701754386
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9658479532163743
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9658479532163743
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9658479532163743
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9539181286549707
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9539181286549707
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9539181286549707
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9749707602339182
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9749707602339182
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9749707602339182
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9382456140350878
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9382456140350878
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9382456140350878
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9805847953216374
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9805847953216374
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9805847953216374
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9770760233918129
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9770760233918129
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9770760233918129
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9466666666666668
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9466666666666668
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9466666666666668
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.8987134502923977
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.8987134502923977
Full GH Kernel,0.3,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.8987134502923977
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.984561403508772
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.984561403508772
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.984561403508772
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9843274853801169
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9843274853801169
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9843274853801169
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9843274853801169
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9843274853801169
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9843274853801169
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9794152046783626
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9794152046783626
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9794152046783626
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9847953216374269
Full GH Kernel,0.3,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9831578947368421
